Limit Cost:;2700;
Limit Weight:;100000;
Result #1;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;Module# 15;Module# 16;Module# 17;Module# 18;Module# 19;Module# 20;Module# 21;Module# 22;Module# 23;Module# 24;Module# 25;Module# 26;Module# 27;Module# 28;Module# 29;Module# 30;Module# 31;Module# 32;Module# 33;Module# 34;Module# 35;Module# 36;Module# 37;Module# 38;Module# 39;Module# 40;
8;5;8;5;8;5;8;5;8;6;8;5;8;5;8;8;5;8;5;8;5;8;5;8;6;8;5;8;5;8;5;8;5;8;6;8;5;8;5;8;
Reliability: 0.998097;Cost: 5835.000000;Weight: 40.000000;Execution time: 60.678592;

