Limit Cost:;130;
Limit Weight:;191;
Result #1;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
323;11;11;222;12;14;333;113;13;2222;11;4414;11;12;
Reliability: 0.977673;Cost: 130.000000;Weight: 191.000000;Execution time: 14.479885;

Result #2;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
11;11;111;11;333;41;333;3133;33;211;11;4342;11;22;
Reliability: 0.967393;Cost: 125.000000;Weight: 191.000000;Execution time: 15.409577;

Result #3;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
11;11;122;3222;323;21;11;313;333;2212;11;414;1;1;
Reliability: 0.960541;Cost: 127.000000;Weight: 191.000000;Execution time: 15.084039;

Result #4;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
333;31;1112;3223;32;22;11;113;22;121;11;311;1;21;
Reliability: 0.969429;Cost: 130.000000;Weight: 191.000000;Execution time: 14.372463;

Result #5;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
3433;11;11;2222;23;443;21;133;23;212;13;144;11;2442;
Reliability: 0.968287;Cost: 130.000000;Weight: 191.000000;Execution time: 15.275451;

Result #6;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
343;11;211;121;12;22;11;11;31;11;13;2431;121;31;
Reliability: 0.964777;Cost: 123.000000;Weight: 191.000000;Execution time: 14.105494;

Result #7;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
2333;11;111;2322;333;1;11;313;32;211;131;143;111;1;
Reliability: 0.963165;Cost: 130.000000;Weight: 190.000000;Execution time: 12.529886;

Result #8;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
3333;121;11;222;32;22;133;113;1;211;12;141;211;22;
Reliability: 0.965786;Cost: 130.000000;Weight: 191.000000;Execution time: 14.547465;

Result #9;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
433;11;111;122;222;11;11;3231;1;111;21;2434;1;222;
Reliability: 0.965198;Cost: 130.000000;Weight: 191.000000;Execution time: 14.408020;

Result #10;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
3333;11;11;3221;21;21;21;11;21;11;133;121;11;224;
Reliability: 0.962731;Cost: 129.000000;Weight: 191.000000;Execution time: 14.389577;

Result #11;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
233;11;111;222;3223;22;21;131;1;221;13;11;2222;424;
Reliability: 0.961761;Cost: 129.000000;Weight: 191.000000;Execution time: 15.778193;

Result #12;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
13;111;11;222;232;1;11;3333;333;11;11;124;11;222;
Reliability: 0.956241;Cost: 128.000000;Weight: 191.000000;Execution time: 14.549215;

Result #13;
Module# 1;Module# 2;Module# 3;Module# 4;Module# 5;Module# 6;Module# 7;Module# 8;Module# 9;Module# 10;Module# 11;Module# 12;Module# 13;Module# 14;
